學校代碼,公私立,學校體制,學校名稱,領域代碼,領域名稱,學門代碼,學門名稱,學類代碼,學類名稱,科系代碼,科系名稱,電話,電話分機,傳真,電子郵件,網址
1007,私立,大學校院,逢甲大學,5,工程、製造及營造領域,58,建築及都市規劃學門,5803,都巿規劃學類,580304,土地管理學系,04-2451-7250,4701,04-2451-7560,lm@fcu.edu.tw,http://www.lm.fcu.edu.tw/
1007,私立,大學校院,逢甲大學,5,工程、製造及營造領域,58,建築及都市規劃學門,5803,都巿規劃學類,580308,都市計畫與空間資訊學系,04-2451-7250,3351,04-2451-7278,up@fcu.edu.tw,http://www.up.fcu.edu.tw/wSite/mp?mp=335101
1007,私立,大學校院,逢甲大學,8,服務領域,84,運輸服務學門,8401,運輸管理學類,840102,運輸科技與管理學系,04-2451-7250,4651,04-2452-0678,ttm@fcu.edu.tw,http://www.ttm.fcu.edu.tw
1008,私立,大學校院,靜宜大學,1,教育領域,14,教育學門,1401,綜合教育學類,140101,教育研究所,04-2632-8001,17061,04-2633-6101,pu20661@pu.edu.tw,http://www.gied.pu.edu.tw/
1008,私立,大學校院,靜宜大學,2,人文及藝術領域,22,人文學門,2201,台灣語文學類,220101,台灣文學系,04-2632-8001,17031,04-2631-4779,pu20640@pu.edu.tw,http://putaiwan.pu.edu.tw/
1008,私立,大學校院,靜宜大學,2,人文及藝術領域,22,人文學門,2202,中國語文學類,220201,中國文學系,04-2632-8001,17011,04-2631-1163,pu20610@pu.edu.tw,http://www.chinese.pu.edu.tw/
1008,私立,大學校院,靜宜大學,2,人文及藝術領域,22,人文學門,2203,外國語文學類,220307,英國語文學系,04-2632-8001,12021,04-2633-4712,pu20510@pu.edu.tw,http://www.english.pu.edu.tw/
1008,私立,大學校院,靜宜大學,2,人文及藝術領域,22,人文學門,2203,外國語文學類,220318,西班牙語文學系,04-2632-8001,12034,04-2633-4646,pu20520@pu.edu.tw,http://www.spanish.pu.edu.tw/
1008,私立,大學校院,靜宜大學,2,人文及藝術領域,22,人文學門,2203,外國語文學類,220320,日本語文學系,04-2632-8001,12012,04-2652-2847,pu20530@pu.edu.tw,http://www.japanese.pu.edu.tw/
1008,私立,大學校院,靜宜大學,2,人文及藝術領域,22,人文學門,2203,外國語文學類,220346,寰宇外語教育學士學位學程,04-2632-8001,12008,04-2631-0224,pu20940@pu.edu.tw,http://www.gflep.pu.edu.tw
1008,私立,大學校院,靜宜大學,3,社會科學、商業及法律領域,32,傳播學門,3201,一般大眾傳播學類,320101,大眾傳播學系,04-2632-8001,17081,04-2632-0288,pu20680@pu.edu.tw,http://www.masscom.pu.edu.tw/
1008,私立,大學校院,靜宜大學,3,社會科學、商業及法律領域,32,傳播學門,3201,一般大眾傳播學類,320105,資訊傳播工程學系,04-2632-8001,18030,04-2631-4797,pu20730@pu.edu.tw,http://www.csce.pu.edu.tw/
1008,私立,大學校院,靜宜大學,3,社會科學、商業及法律領域,34,商業及管理學門,3401,一般商業學類,340119,寰宇管理學士學位學程,04-2632-8001,13041,04-2632-4021,pu20920@pu.edu.tw,http://www.ibap.pu.edu.tw
1008,私立,大學校院,靜宜大學,3,社會科學、商業及法律領域,34,商業及管理學門,3402,會計學類,340201,會計學系,04-2632-8001,13021,04-2632-4661,pu20330@pu.edu.tw,http://www.acc.pu.edu.tw/
1008,私立,大學校院,靜宜大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340301,企業管理學系,04-2632-8001,13031,04-2631-1187,pu20310@pu.edu.tw,http://www.ba.pu.edu.tw/
1008,私立,大學校院,靜宜大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340306,管理碩士在職專班,04-2632-8001,13071,04-2652-7273,pu20370@pu.edu.tw,http://www.emba.pu.edu.tw/
1008,私立,大學校院,靜宜大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340307,國際企業學系,04-2632-8001,13010,04-2632-4044,pu20320@pu.edu.tw,http://www.ib.pu.edu.tw/
1008,私立,大學校院,靜宜大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340307,國際碩士學位學程,04-2632-8001,19203,04-2631-4563,pu20900@pu.edu.tw,http://www.gip.pu.edu.tw/
1008,私立,大學校院,靜宜大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340324,創新與創業管理碩士學位學程,04-2632-8001,13081,04-2632-4021,pu20300@pu.edu.tw,http://www.ime.pu.edu.tw/main.php
1008,私立,大學校院,靜宜大學,3,社會科學、商業及法律領域,34,商業及管理學門,3405,財務金融學類,340501,財務金融學系,04-2632-8001,13061,04-2631-1222,pu20360@pu.edu.tw,http://www.fin.pu.edu.tw/
1008,私立,大學校院,靜宜大學,3,社會科學、商業及法律領域,38,法律學門,3801,一般法律學類,380101,法律學系,04-2632-8001,17041,04-2632-7666,pu20650@pu.edu.tw,http://www.law.pu.edu.tw/
1008,私立,大學校院,靜宜大學,4,科學領域,42,生命科學學門,4202,生態學類,420207,生態人文學系,04-2632-8001,17051,04-2653-0075,pu20630@pu.edu.tw,http://www.eco.pu.edu.tw/
1008,私立,大學校院,靜宜大學,4,科學領域,44,自然科學學門,4401,化學學類,440102,應用化學系,04-2632-8001,15023,04-2632-7554,pu20220@pu.edu.tw,http://www.chem.pu.edu.tw/
1008,私立,大學校院,靜宜大學,4,科學領域,46,數學及統計學門,4602,統計學類,460201,統計資訊學系,04-2632-8001,15051,04-2631-4846,pu20250@pu.edu.tw,http://www.stat.pu.edu.tw/
1008,私立,大學校院,靜宜大學,4,科學領域,46,數學及統計學門,4699,其他數學及統計學類,469903,財務與計算數學系,04-2632-8001,15011,04-2632-4653,pu20210@pu.edu.tw,http://www.fmath.pu.edu.tw/
1008,私立,大學校院,靜宜大學,4,科學領域,48,電算機學門,4801,電算機一般學類,480109,資訊管理學系,04-2632-8001,18012,04-2632-4045,pu20710@pu.edu.tw,http://www.csim.pu.edu.tw/
1008,私立,大學校院,靜宜大學,4,科學領域,48,電算機學門,4805,電算機應用學類,480535,資訊學院資訊應用與科技管理碩士在職專班,04-2632-8001,18061,04-2631-8659,pu20700@pu.edu.tw,http://ccimaster.cs.pu.edu.tw/
1008,私立,大學校院,靜宜大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520114,資訊工程學系,04-2632-8001,18021,04-2653-0042,pu20720@pu.edu.tw,http://www.csie.pu.edu.tw/
1008,私立,大學校院,靜宜大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7205,營養學類,720501,食品營養學系,04-2632-8001,15031,04-2653-0027,pu20230@pu.edu.tw,http://www.fn.pu.edu.tw/
1008,私立,大學校院,靜宜大學,7,醫藥衛生及社福領域,76,社會服務學門,7603,社會工作學類,760307,社會工作與兒童少年福利學系,04-2632-8001,17021,04-2631-7973,pu20620@pu.edu.tw,http://www.swcw.pu.edu.tw/
1008,私立,大學校院,靜宜大學,8,服務領域,81,民生學門,8102,觀光休閒學類,810202,觀光事業學系,04-2632-8001,13051,04-2653-0035,pu20350@pu.edu.tw,http://tourism.pu.edu.tw/
1008,私立,大學校院,靜宜大學,8,服務領域,81,民生學門,8108,美容學類,810803,化粧品科學系,04-2632-8001,15041,04-2631-1167,pu20240@pu.edu.tw,http://www.cosm.pu.edu.tw/
1009,私立,大學校院,長庚大學,2,人文及藝術領域,23,設計學門,2303,產品設計學類,230303,工業設計學系,03-211-8800,5421,03-211-8500,id@mail.cgu.edu.tw,http://id.cgu.edu.tw/bin/home.php?Lang
1009,私立,大學校院,長庚大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340301,企業管理研究所,03-211-8800,3223,03-211-8212,cmphd@mail.cgu.edu.tw,http://cmphd.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340302,工商管理學系,03-211-8800,5406,03-211-8500,ibm@mail.cgu.edu.tw,http://ibm.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,3,社會科學、商業及法律領域,34,商業及管理學門,3409,醫管學類,340901,醫務管理學系,03-211-8800,5271,03-211-8345,hcm@mail.cgu.edu.tw,http://hcm.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,3,社會科學、商業及法律領域,34,商業及管理學門,3499,其他商業及管理學類,349997,商管專業學院碩士學位學程,03-211-8800,3251,03-211-8600,jsmch@mail.cgu.edu.tw,http://cm-sb.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,4,科學領域,42,生命科學學門,4203,生物科技學類,420325,生物科技產業碩士學位學程,03-211-8800,3844,03-211-8700,ashleylin@mail.cgu.edu.tw,http://dphbi.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,4,科學領域,42,生命科學學門,4205,生物化學學類,420503,生物醫學系,03-211-8800,3491,03-211-8700,ls1800@mail.cgu.edu.tw,http://ls.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,4,科學領域,42,生命科學學門,4205,生物化學學類,420503,生物醫學研究所,03-211-8800,5201,03-211-8042,gibms@mail.cgu.edu.tw,http://gibms.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,4,科學領域,48,電算機學門,4801,電算機一般學類,480109,資訊管理學系,03-211-8800,5812,03-211-8020,csim@mail.cgu.edu.tw,http://im.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520101,電機工程學系,03-211-8800,5311,03-211-8026,sjchiou@mail.cgu.edu.tw,http://ee.cgu.edu.tw/bin/home.php
1009,私立,大學校院,長庚大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520103,電子工程學系,03-211-8800,5801,03-211-8507,cflin@mail.cgu.edu.tw,http://elec.cgu.edu.tw/bin/home.php
1009,私立,大學校院,長庚大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520106,光電工程研究所,03-211-8800,5892,03-211-8507,feng1006@mail.cgu.edu.tw,http://gioeoe.cgu.edu.tw/bin/home.php
1009,私立,大學校院,長庚大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520114,資訊工程學系,03-211-8800,5962,03-211-8668,pipi@mail.cgu.edu.tw,http://csie.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,5,工程、製造及營造領域,52,工程學門,5202,機械工程學類,520201,機械工程學系,03-211-8800,5336,03-211-8050,wen18@mail.cgu.edu.tw,http://me.cgu.edu.tw/bin/home.php
1009,私立,大學校院,長庚大學,5,工程、製造及營造領域,52,工程學門,5202,機械工程學類,520227,醫療機電工程研究所,03-211-8800,5336,03-211-8050,wen18@mail.cgu.edu.tw,http://gimm.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,5,工程、製造及營造領域,52,工程學門,5204,化學工程學類,520403,化工與材料工程學系,03-211-8800,5286,03-211-8668,janetseng@mail.cgu.edu.tw,http://ce.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,5,工程、製造及營造領域,52,工程學門,5204,化學工程學類,520411,生化與生醫工程研究所,03-211-8800,5892,03-211-8507,feng1006@mail.cgu.edu.tw,http://ibbe.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,5,工程、製造及營造領域,52,工程學門,5211,生醫工程學類,521108,生物醫學工程博士學位學程,03-211-8800,5608,03-211-8386,tina@mail.cgu.edu.tw,http://bme-phd.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7201,醫學學類,720101,醫學系,03-211-8800,5039,03-211-8700,medicine@mail.cgu.edu.tw,http://med.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7201,醫學學類,720102,臨床醫學研究所,03-211-8800,3489,03-328-0170,lyyang@mail.cgu.edu.tw,http://gicm.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7201,醫學學類,720104,中醫學系,03-211-8800,5101,03-211-8421,cgu_tcm@mail.cgu.edu.tw,http://cm.cgu.edu.tw/
1009,私立,大學校院,長庚大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7201,醫學學類,720107,分子醫學全英語碩士學位學程,03-211-8800,5201,03-211-8042,gibms@mail.cgu.edu.tw,http://egpmm.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7201,醫學學類,720138,顯微手術國際碩士學位學程,03-328-1200,3535,無-無,tinalo@cgmh.org.tw,無
1009,私立,大學校院,長庚大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7204,復健醫學學類,720401,物理治療學系,03-211-8800,3157,03-211-8421,tyh527@mail.cgu.edu.tw,http://pt.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7204,復健醫學學類,720402,職能治療學系,03-211-8800,5439,03-211-8700,peichun@mail.cgu.edu.tw,http://dot.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7206,護理學類,720601,護理學系,03-211-8800,5195,03-211-8700,polly@mail.cgu.edu.tw,http://nurse.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7206,護理學類,720608,早期療育研究所,03-211-8800,3662,03-211-8700,carryll@mail.cgu.edu.tw,http://gioei.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7206,護理學類,720613,呼吸治療學系,03-211-8800,5236,03-211-8421,ycpeng@mail.cgu.edu.tw,http://rc.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7206,護理學類,720624,學士後護理學系,03-211-8800,5195,03-211-8700,polly@mail.cgu.edu.tw,http://nurse.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7207,醫學技術及檢驗學類,720705,醫學生物技術暨檢驗學系,03-211-8800,5247,03-211-8700,shuchen@mail.cgu.edu.tw,http://mip.cgu.edu.tw/
1009,私立,大學校院,長庚大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7207,醫學技術及檢驗學類,720712,醫學影像暨放射科學系,03-211-8800,5387,03-211-8700,haoling@mail.cgu.edu.tw,http://mirs.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7208,牙醫學類,720811,顱顏口腔醫學研究所,03-211-8800,3523,03-211-8421,tedlu@mail.cgu.edu.tw,http://cdgi.cgu.edu.tw/bin/home.php?Lang=zh-tw
1009,私立,大學校院,長庚大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7299,其他醫藥衛生學類,729915,健康照護產業碩士學位學程,03-211-8800,3844,03-211-8700,ashleylin@mail.cgu.edu.tw,http://dphbi.cgu.edu.tw/bin/home.php?Lang=zh-tw
1010,私立,大學校院,元智大學,2,人文及藝術領域,21,藝術學門,2107,綜合藝術學類,210709,藝術與設計學系,03-463-8800,3301,03-451-6901,AD_Dept@saturn.yzu.edu.tw,http://web2.yzu.edu.tw/yzu/dc/
1010,私立,大學校院,元智大學,2,人文及藝術領域,22,人文學門,2202,中國語文學類,220201,中國語文學系,03-463-8800,2706,03-455-9142,cldept@saturn.yzu.edu.tw,http://cl.hs.yzu.edu.tw/
1010,私立,大學校院,元智大學,2,人文及藝術領域,22,人文學門,2203,外國語文學類,220303,應用外語學系,03-463-8800,2727,03-455-2237,fldept@saturn.yzu.edu.tw,http://fl.hs.yzu.edu.tw/
1010,私立,大學校院,元智大學,3,社會科學、商業及法律領域,31,社會及行為科學學門,3103,社會學類,310306,社會暨政策科學學系,03-463-8800,2161,03-435-5971,scdept@saturn.yzu.edu.tw,http://sc.hs.yzu.edu.tw/
1010,私立,大學校院,元智大學,3,社會科學、商業及法律領域,32,傳播學門,3201,一般大眾傳播學類,320105,資訊傳播學系,03-463-8800,2641,03-463-8277,icdept@saturn.yzu.edu.tw,http://www.infocom.yzu.edu.tw/
1010,私立,大學校院,元智大學,3,社會科學、商業及法律領域,34,商業及管理學門,3401,一般商業學類,340122,管理學院財務金融暨會計碩士班,03-463-8800,6061,03-463-0377,ms@saturn.yzu.edu.tw,http://www.cm.yzu.edu.tw/MS/
1010,私立,大學校院,元智大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340303,管理學院經營管理碩士班,03-463-8800,6051,03-463-0377,mba@saturn.yzu.edu.tw,http://www.cm.yzu.edu.tw/bba/
1010,私立,大學校院,元智大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340306,管理學院管理碩士在職專班,03-463-8800,6072,03-435-8912,ariel0904@saturn.yzu.edu.tw,http://www.cm.yzu.edu.tw/EMBA/
1010,私立,大學校院,元智大學,3,社會科學、商業及法律領域,34,商業及管理學門,3499,其他商業及管理學類,349999,管理學院,03-463-8800,6081,03-435-4624,bba@saturn.yzu.edu.tw,http://www.cm.yzu.edu.tw/bba/
1010,私立,大學校院,元智大學,3,社會科學、商業及法律領域,34,商業及管理學門,3499,其他商業及管理學類,349999,管理學院博士班,03-463-8800,6052,03-463-0377,cmphd@saturn.yzu.edu.tw,http://www.cm.yzu.edu.tw/PHD/
1010,私立,大學校院,元智大學,4,科學領域,42,生命科學學門,4203,生物科技學類,420304,生物科技與工程研究所,03-463-8800,2181,03-433-4667,bidept@saturn.yzu.edu.tw,http://www.bio.yzu.edu.tw/
1010,私立,大學校院,元智大學,4,科學領域,42,生命科學學門,4206,生物訊息學類,420606,生物與醫學資訊碩士學位學程,03-463-8800,2351,03-463-8850,csdept@cs.yzu.edu.tw,http://www.bmi.yzu.edu.tw/
1010,私立,大學校院,元智大學,4,科學領域,48,電算機學門,4801,電算機一般學類,480109,資訊管理學系,03-463-8800,2601,03-435-2077,imdept@saturn.yzu.edu.tw,http://www.mis.yzu.edu.tw/
1010,私立,大學校院,元智大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520101,電機工程學系,03-463-8800,7101,03-463-9355,eedept@saturn.yzu.edu.tw,http://www.ee.yzu.edu.tw/
1010,私立,大學校院,元智大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520106,光電工程學系,03-463-8800,7501,03-452-4281,EODept@saturn.yzu.edu.tw,http://www.eo.yzu.edu.tw/
1010,私立,大學校院,元智大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520114,資訊工程學系,03-463-8800,2351,03-463-8850,csdept@cs.yzu.edu.tw,http://www.cse.yzu.edu.tw/
1010,私立,大學校院,元智大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520126,通訊工程學系,03-463-8800,7301,03-455-4264,comdept@saturn.yzu.edu.tw,http://www.comm.yzu.edu.tw/
1010,私立,大學校院,元智大學,5,工程、製造及營造領域,52,工程學門,5202,機械工程學類,520201,機械工程學系,03-463-8800,2451,03-455-8013,medept@saturn.yzu.edu.tw,http://www.mech.yzu.edu.tw/
1010,私立,大學校院,元智大學,5,工程、製造及營造領域,52,工程學門,5204,化學工程學類,520404,化學工程與材料科學學系,03-463-8800,2551,03-455-9373,cedept@saturn.yzu.edu.tw,http://www.che.yzu.edu.tw/
1010,私立,大學校院,元智大學,5,工程、製造及營造領域,52,工程學門,5206,工業工程學類,520601,工業工程與管理學系,03-463-8800,2501,03-463-8907,iedept@saturn.yzu.edu.tw,http://www.iem.yzu.edu.tw/
1010,私立,大學校院,元智大學,8,服務領域,81,民生學門,8199,其他民生學類,819918,文化產業與文化政策博士學位學程,03-463-8800,2701,03-461-8191,chdept@saturn.yzu.edu.tw,http://www.hs.yzu.edu.tw/phd/
1011,私立,大學校院,中華大學,2,人文及藝術領域,22,人文學門,2203,外國語文學類,220301,外國語文學系,03-518-6618,無,03-518-6640,floffice@chu.edu.tw,http://www.fl.chu.edu.tw
1011,私立,大學校院,中華大學,2,人文及藝術領域,22,人文學門,2203,外國語文學類,220321,應用日語學系,03-518-6876,無,03-518-6875,aj@chu.edu.tw,http://www.aj.chu.edu.tw
1011,私立,大學校院,中華大學,2,人文及藝術領域,23,設計學門,2303,產品設計學類,230303,工業產品設計學系,03-518-6679,無,03-518-2118,taikobo@chu.edu.tw,http://www.idd.chu.edu.tw
1011,私立,大學校院,中華大學,2,人文及藝術領域,23,設計學門,2304,空間設計學類,230499,建築與設計學院,03-518-6667,無,03-518-2118,archdean@chu.edu.tw,http://www.cadceu.chu.edu.tw
1011,私立,大學校院,中華大學,3,社會科學、商業及法律領域,31,社會及行為科學學門,3108,公共行政學類,310804,行政管理學系,03-518-6620,無,03-537-7366,paoffice@chu.edu.tw,http://www.pa.chu.edu.tw
1011,私立,大學校院,中華大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340301,企業管理學系,03-518-6550,無,03-518-6570,mba@chu.edu.tw,http://www.ba.chu.edu.tw
1011,私立,大學校院,中華大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340307,國際企業學系,03-518-6548,無,03-518-6548,ib@chu.edu.tw,http://www.ib.chu.edu.tw
1011,私立,大學校院,中華大學,3,社會科學、商業及法律領域,34,商業及管理學門,3405,財務金融學類,340504,財務管理學系,03-518-6525,無,03-518-6054,hsien@chu.edu.tw,http://www.fm.chu.edu.tw
1011,私立,大學校院,中華大學,3,社會科學、商業及法律領域,34,商業及管理學門,3499,其他商業及管理學類,349901,科技管理博士學位學程,03-518-6571,無,03-518-6227,tmp@chu.edu.tw,http://www.phdmgt.chu.edu.tw
1011,私立,大學校院,中華大學,3,社會科學、商業及法律領域,34,商業及管理學門,3499,其他商業及管理學類,349901,科技管理學系,03-518-6080,無,03-518-6593,tmlab@g.chu.edu.tw,http://www.mot.chu.edu.tw
1011,私立,大學校院,中華大學,3,社會科學、商業及法律領域,34,商業及管理學門,3499,其他商業及管理學類,349906,工業管理學系,03-518-6592,無,03-518-6575,ren@chu.edu.tw,http://www.im.chu.edu.tw
1011,私立,大學校院,中華大學,3,社會科學、商業及法律領域,34,商業及管理學門,3499,其他商業及管理學類,349927,營建管理學系,03-518-6681,無,03-537-0517,ceoffice@chu.edu.tw,http://www.ce.chu.edu.tw
1011,私立,大學校院,中華大學,3,社會科學、商業及法律領域,34,商業及管理學門,3499,其他商業及管理學類,349999,管理學院,03-518-6019,無,03-518-6019,vickinch@chu.edu.tw,http://www.ceup.chu.edu.tw
1011,私立,大學校院,中華大學,4,科學領域,42,生命科學學門,4206,生物訊息學類,420610,生物資訊學系,03-518-6781,無,03-518-6780,clchung@chu.edu.tw,http://www.bioinfo.chu.edu.tw
1011,私立,大學校院,中華大學,4,科學領域,48,電算機學門,4801,電算機一般學類,480109,資訊管理學系,03-518-6524,無,03-518-6546,winnieh@cc.chu.edu.tw,http://www.mi.chu.edu.tw
1011,私立,大學校院,中華大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520101,電機工程學系,03-518-6419,無,03-518-6436,eeoffice@chu.edu.tw,http://www.ee.chu.edu.tw
1011,私立,大學校院,中華大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520103,電子工程學系,03-518-6890,無,03-518-6891,mee@chu.edu.tw,http://www.mee.chu.edu.tw
1011,私立,大學校院,中華大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520114,資訊工程學系,03-518-6417,無,03-518-6416,lilyhuang@chu.edu.tw,http://www.csie.chu.edu.tw
1011,私立,大學校院,中華大學,5,工程、製造及營造領域,52,工程學門,5202,機械工程學類,520201,機械工程學系,03-518-6507,無,03-518-6521,meoffice@chu.edu.tw,http://www.me.chu.edu.tw
1011,私立,大學校院,中華大學,5,工程、製造及營造領域,52,工程學門,5202,機械工程學類,520231,光機電與材料學士學位學程,03-518-6509,無,03-518-6521,katy@chu.edu.tw,http://www.om.chu.edu.tw
1011,私立,大學校院,中華大學,5,工程、製造及營造領域,52,工程學門,5203,土木工程學類,520301,土木工程學系,03-518-6701,無,03-518-6703,peiyi@chu.edu.tw,http://www.cveei.chu.edu.tw
1011,私立,大學校院,中華大學,5,工程、製造及營造領域,52,工程學門,5213,綜合工程學類,521302,工程科學博士學位學程,03-518-6433,無,03-518-2115,ecemail@chu.edu.tw,http://www.phdes.chu.edu.tw
1011,私立,大學校院,中華大學,5,工程、製造及營造領域,58,建築及都市規劃學門,5801,建築學類,580109,建築與都市計畫學系,03-518-6651,無,03-518-6677,aroffice@chu.edu.tw,http://www.arch.chu.edu.tw
1011,私立,大學校院,中華大學,5,工程、製造及營造領域,58,建築及都市規劃學門,5802,景觀設計學類,580202,景觀建築學系,03-518-6672,無,03-518-6670,laoffice@chu.edu.tw,http://www.la.chu.edu.tw
1011,私立,大學校院,中華大學,8,服務領域,81,民生學門,8101,餐旅服務學類,810102,餐旅管理學系,03-518-6549,無,03-518-6569,reachhrm@chu.edu.tw,http://www.hm.chu.edu.tw
1011,私立,大學校院,中華大學,8,服務領域,81,民生學門,8102,觀光休閒學類,810210,休閒遊憩規劃與管理學系,03-518-6020,無,03-518-6021,lrm@chu.edu.tw,http://www.lrm.chu.edu.tw
1011,私立,大學校院,中華大學,8,服務領域,81,民生學門,8102,觀光休閒學類,810222,觀光與會展學系,03-518-6882,無,03-537-5187,mice@chu.edu.tw,http://www.mice.chu.edu.tw
1011,私立,大學校院,中華大學,8,服務領域,84,運輸服務學門,8401,運輸管理學類,840102,運輸科技與物流管理學系,03-518-6523,無,03-518-6545,tmoffice@chu.edu.tw,http://www.tlm.chu.edu.tw
1012,私立,大學校院,大葉大學,1,教育領域,14,教育學門,1401,綜合教育學類,140106,教育專業發展研究所,04-851-1888,1771,04-851-1120,te4008@mail.dyu.edu.tw,http://pde.dyu.edu.tw/
1012,私立,大學校院,大葉大學,2,人文及藝術領域,21,藝術學門,2106,視覺藝術學類,210606,造形藝術學系,04-851-1888,5131,04-851-1551,pd5070@mail.dyu.edu.tw,http://pd.dyu.edu.tw/
1012,私立,大學校院,大葉大學,2,人文及藝術領域,22,人文學門,2203,外國語文學類,220308,英語學系,04-851-1888,6011,04-851-1610,de5210@mail.dyu.edu.tw,http://de.dyu.edu.tw/
1012,私立,大學校院,大葉大學,2,人文及藝術領域,22,人文學門,2203,外國語文學類,220321,應用日語學系,04-851-1888,6071,04-851-1620,dj5220@mail.dyu.edu.tw,http://dj.dyu.edu.tw/
1012,私立,大學校院,大葉大學,2,人文及藝術領域,22,人文學門,2203,外國語文學類,220345,文創產業國際人才學士學位學程,04-851-1888,6011,04-851-1610,cci@mail.dyu.edu.tw,http://cci.dyu.edu.tw/
1012,私立,大學校院,大葉大學,2,人文及藝術領域,22,人文學門,2299,其他人文學類,229917,外語服務產業碩士學位學程,04-851-1888,6003,04-851-1601,flsi@mail.dyu.edu.tw,http://flsi.dyu.edu.tw/
1012,私立,大學校院,大葉大學,2,人文及藝術領域,23,設計學門,2302,視覺傳達設計學類,230201,視覺傳達設計學系,04-851-1888,5071,04-851-1551,vd5090@mail.dyu.edu.tw,http://vd.dyu.edu.tw/
