學年度,設立別,學校類別,學校統計處代碼,學校名稱,當學年度全校總量內核定新生招生名額(A),當學年度全校新生保留入學資格人數(B),當學年度全校總量內新生招生核定名額之實際註冊人數(C),當學年度全校境外(新生)學生實際註冊人數（D）全校境外(新生)學生實際註冊人數(D)(107學年度新增),當學年度全校新生註冊率,全校招生特色說明
107,公立,一般大學,0029,國立臺灣藝術大學,1363,0,1334,0,97.87,本校博士班學制包含六大博士班、碩士班學制包含二十班、碩士在職專班學制包含十三班別、學士班學制包含十四班別、進修學士班學制包含十一班別、二年制在職專班學制包含五班別。
107,公立,一般大學,0030,國立臺東大學,1482,33,1216,5,83.98,國立臺東大學創立於民國37年，早期為一所以培育國小師資為主之師範學院；民國92年8月1日改制並更名為「國立臺東大學」，除原本的師範學院外，再增設人文學院及理工學院，成為一所綜合型大學；民國103年，隨著本校知本校區落成啟用，各學院全數遷至知本校區(即校本部)，以發展學術研究及教學活動為主，而臺東校區則規劃為產學營運、推廣教育暨各類特色中心，帶動地方發展。  本校目前設有3大學院、17個學系、1個獨立研究所及2個學士學位學程，招收大學部、研究所及進修學制等學生，學生數約為4千餘人，是一所溫暖精緻、師生關係融洽的教學型大學。
107,公立,一般大學,0031,國立宜蘭大學,1456,5,1345,30,92.84,"＊ 2018《遠見雜誌》台灣最佳大學排行榜調查，本校名列綜合大學20強。  ＊ 107年度獲教育部「高等教育深耕計畫」補助，期投入更多資源提升教學品質、強化創新教學、培養學生問題解決、基本核心能力以及強化師生國際參與。  ＊ 本校積極培育更多創新的人才，近年由本校培育的BASe（倍司寵物食品有限公司）、「台灣電產科技股份有限公司」等創業團隊於所屬專業領域皆有良好成績，除加強與學校的產學合作外，更提供本校學生實習與研究機會，學以致用。   ＊ 本校在科學研發及產學合作方面，107年度研究計畫截至七月底共180件，總補助經費達1億5,747萬元。  ＊ 本校與美國密西根大學迪爾伯恩分校簽定UM-D 1+1學位合作計畫，就讀本校各研究所碩一學生完成規定學分數者，可申請至UM-D就讀碩二，取得該校碩士學位後，返回繼續完成宜大碩士論文，完成後另授予宜大碩士學位。"
107,公立,一般大學,0032,國立聯合大學,2150,4,1922,16,89.64,1.國立聯合大學現有「理工」、「電機資訊」、「管理」、「客家研究」、「人文與社會」及「設計」等6個學院、19個學系（含15個碩士班）、1個原住民專班、1個獨立研究所，以及1個博士學位學程。本校針對「在地文化」、「優質教學」、「研究創新」及「社會服務」四大願景進行規劃，積極推動多元人才培訓，提高國際行動力。  2.本校以「在地文化」、「優質教學」、「研究創新」及「社會服務」為四大願景，以橘綠科技為發展主軸，包含I2-GO科技（integrative、intellectual、green、orange）代表整合、智慧、環保概念的綠色科技，及強調人本關懷健康照護相關科技的橘色科技。擴大產、學、研在地策略聯盟，強化學生產學實習與就業能力、提昇畢業競爭力，並鏈結在地高中職，扮演社會智庫的功能，以建構苗栗大學城為終極目標。
107,公立,技專校院,0033,國立虎尾科技大學,3029,2,2686,60,88.95,本校創校即著重於機電工程領域，「動手實作」的精神早已深植校園教學風氣，面對全球推動「工業4.0」趨勢，早已累積豐富的能量。以強調實務實作、應用實踐的「NFU Dream Maker」發起自學分享之相關活動，並大力推動跨領域自學社群，於2015年舉辦三十場以上的自學分享工作坊，藉由連結各系成立的技術社群，強化跨領域學習氛圍，進行實驗室之間的串聯，培養學生動手實作的學習風氣。本校於104學年度科技大學評鑑，24個受評單位皆獲得通過，為該年度評等最優的科技大學之一，積極推動高等教育深耕計畫，重視學生優質校園生活與國際交流活動，不斷追求卓越、展現特色，除每年選送並獎補助優良學生至國外進行長短期訪問研修，拓展國際視野外，亦規劃各跨領域學程，以增強學生升學與就業之競爭力，竭誠歡迎同學加入虎科大的行列。
107,公立,一般大學,0035,國立臺南藝術大學,420,0,369,16,88.30,本校為一藝術專業大學，「修藝進德，臻於卓越」為學校發展願景。在校長帶領下秉持「藝術承傳、守護、轉化、創新」之使命感，以「藝術擴張、跨域、實驗、連結」的策略發展校務，致力營造提昇美感教育、啟發創造力及融合藝術於生活之優質學習環境，使師生在自由、自在及自信的學風中，成為志道、據德、依仁、游藝之人文藝術專才。同時以「兼重在地特色與國際視野之藝術教育」、「培養兼具傳統素養與創新能力之藝術人才」、「強調融合創造力與應用力之藝術內涵」以及「營造整合校園與周邊區域之藝術聚落」四大發展目標為基礎，擬訂校務發展計畫行動，期將傳統文化智慧與美學透過創作重新與現代思維連結，以歷史、文化及生活表現做為創作研究泉源，並以師生藝術創作、展演、研究及教育推廣之力量來關懷生命、服務社會，讓藝術之光度與強度在生活中自然發生，最終達成本校願景。
107,公立,一般大學,0036,國立臺南大學,1706,2,1497,30,88.06,國立臺南大學是南臺灣唯一百年綜合大學，創校至今118年，秉持傳統品德素養，志在培育具備「仁智誠正」之專業人才，經歷師專、師院改制，並於民國93年正式轉型為綜合大學，符應社會趨勢，不斷創新，陸續創立教育、人文與社會、藝術、理工、環境與生態、管理等6大學院21個學系，另設有29個碩士班、6個博士班，提供專業領域人才繼續深造之優良學習環境。本校立基臺南，以深耕在地，邁向國際為發展願景。除持續培育學生基本能力外，因應產業人才需求，與地區性產業進行產學合作，打造府城在地化特色大學。
107,公立,一般大學,0037,國立臺北教育大學,1608,5,1465,73,91.77,國立臺北教育大學創校迄今已逾120年，校史悠久。學校定位為精緻既有國小、幼兒、特教師資培育之優勢。開拓教育文化產業，發展教育研究、藝文設計、數位科技、文化創意、華語文教學為特色品牌的優質、創新、具競爭力之精緻大學。
107,公立,一般大學,0039,國立臺中教育大學,1358,0,1269,50,93.68,國立臺中教育大學創始於1899年，已有116年歷史，更是一所培養社會多元人才的學校。本校現有「教育學院」、「人文學院」、「理學院」及「管理學院」，學生人數約5千餘名，涵括大學部、碩士班及博士班，是一所兼具文理特色、教育研究與師資培育功能，以及促進產業創新發展之管理人才培育之精緻大學。目前學校定位為「以師資培育為根本，以新興專業為特色」，以建設為一所兼具師資培育與專業特色領域雙軌並行之文理型大學，同時是一所「師資培育」及「專門人才培育」雙軌發展的新型態大學。 本校以博雅教育方式孕育具有專業知能的全人，是以培育優質學生為主的教學型大學。爰此，以「精緻、創意、新視野」的理念，強調以學生為主體的文理教養貫通教學，孕育具有批判思考的博雅專業人，以「中教大因學生而卓越，學生亦因中教大而卓越」自我期許，邁向以教育為本之「地區第一、國內一流、國際知名」的卓越文理型大學。
107,公立,技專校院,0042,國立澎湖科技大學,828,0,699,3,84.48,本校以澎湖地區海洋島嶼資源與觀光休閒特色以及學校師資與既有資源的客觀環境，建構出以「教學為主、研究為輔的教學型科技大學」、「重視實務教學、落實職業生涯準備教育之科技大學」、「重點發展地區特色的社區型科技大學」及「小而美的精緻型科技大學」為學校定位。再根據此定位，本校以水產養殖、觀光休閒與綠色能源為學校中長程發展主軸，整合校內外師資與資源，制定「強化教學與實務之聯結進學生畢業後之就業競爭」、「配合澎湖離島的在地產業特性，積極推動綠能、水產養殖與觀光休閒遊憩之相關研發與產學計畫」、「強調培育實務與理論並重、人文與科技相融的教育」、「結合社區發展資源，協助地方產業、經濟與文化之提昇」、「推動產學合作、技術服務，導入更多外來資源以增加校務基金經費，深耕現有教學與研發。
107,公立,技專校院,0043,國立勤益科技大學,3209,2,2970,43,92.71,一、本校學制包括：日間部(博士班、碩士班、產業碩士專班、四技、二技)、進修推廣部(碩士在職專班、四技、二技)及進修學院(二技、二專)。本校設置有工程、電資、管理、人文創意、通識教育等5個學院，系所包括：機械工程系、化工與材料工程系、冷凍空調與能源系(環境控制組、能源應用組)、電機工程系、電子工程系(綠能晶片與系統應用組、網路多媒體暨遊戲機組、智慧電子產品設計組)、資訊工程系、工業工程與管理系、企業管理系、資訊管理系、流通管理系、休閒產業管理系、文化創意事業系、景觀系、應用英語系等。二、本校以「工具機與綠能科技產業」為體，工程電資為用，管理人文為本之跨領域整合，結合國內相關產官學研等單位共同發展關鍵技術研發及人才培育，透過導入企業資源、業師人力並考量產業實際需求規劃實務課程，讓學生能學習到產業即時的技術與知識，從就學、實習、就業，與產業界間順利地無縫接軌。
107,公立,一般大學,0044,國立體育大學,637,0,603,30,94.90,本校宗旨是培養為學以精、待人以誠、生活以樸、運動以毅之專業人才為宗旨。定位為以運動競技與健康休閒為導向之體育專業大學。願景成為運動競技與健康休閒領域卓越標竿之世界一流大學。教育目標是培育具備優質教學與研究能力（Excellence）、愛與關懷（Love）、國際視野（International scope）、競技頂尖（Top）及領導效能（Effectiveness）的ELITE體育運動人才。學校重點特色為:1.創造優質化校園：結合高等教育學術、競技科研基地、奧林匹克校園，三位一體。2.形塑卓越教學環境：建構優質教學環境、提升教學與訓練品質，及增進學生職涯潛能之教學卓越環境。3.邁向國際化大學：強化個人領先到社群領導、領域競爭到跨域合作以及臺灣第一到國際知名的社群化、科際化與國際化的體育大學。
107,公立,技專校院,0046,國立臺北護理健康大學,1494,3,1433,48,96.23,1.本校結合創新實務與健康照護之專業特色，強調「學校整體」、「人才培育」、「教學績效」等概念及實踐，並配合技職教育課程的推展及延續產業協同教學的特色，清楚定位各學制的目標及規劃，以培育健康照護的專業人才。 2.本校積極建構從出生到死亡的健康照護模式，並在現有的醫護專業基礎上，發展優質教學環境、推動教學品質管理、拓展國際合作、以及強化全人教育之學習環境。 3.本校擁有完善的教學環境體制，為醫護技職專校學生更深入研修的第一志願，學制包含四技、二技、碩士在職專班、碩士與博士班。 4.本校擁有優秀專業師資，具博士級以上教師佔教師人數84%，並多具有豐富之臨床實務教學經驗。 5.本校擁有友善、親和、安全與適性特質的校園環境，近年來陸續設置「體適能中心、水療教育示範教學中心、茶藝軒、癒花園、臨床技能中心OSCE、生、老、病之主題花園」等設施，期使學生優遊涵泳於優質且安全的校園環境中快樂學習。
107,公立,技專校院,0047,國立高雄餐旅大學,1199,1,1128,100,94.61,「人文化、專業化、企業化、國際化」治校理念，為全國唯一專精培育餐旅精英的搖籃。擁有優秀餐旅師資、落實產學共構課程、畢業前海外參訪、拓展視野養成國際觀，也積極與國內外知名企業建教合作，並與多國海外學校締結姊妺校，全面接軌國際化。具有完善網絡、勞作教育、新生住校、服儀規定。畢業生競爭力，獲得多次具體肯定，2016年104人力銀行「透視畢業生DNA調查」為全國第10名，並獲高薪特質、樂觀性、社交性等3項冠軍；2015年Cheers雜誌「畢業生2000大企業最愛大學畢業生」為產業最愛技職第13名；2015年遠見雜誌「2015企業最愛研究所調查」為全台大學觀光餐飲休閒科系領域第1名。2016年榮獲「國家圖書館-臺灣最具影響力學術資源」臺灣博碩士論文技專校院組之最佳學術曝光獎、知識分享獎、學術影響力等3項第1名。分為研究所、四技部、學士學位學程、五專部及進修推廣學制等，共有1博3所11系2學程1科。
107,公立,一般大學,0048,國立金門大學,1096,0,942,30,86.32,本校入學管道多元，學生來自台灣、大陸、香港、澳門、馬來西亞、歐美等地，另為追求國際化與生源多樣性及追求跨文化之學習環境，姐妹校遍及大陸、東北亞、東南亞及美國，且為兼顧地方需求與現行多元招生管道趨勢，高中生與高職生招生兼顧。此外本校更善用金門特殊地理位置，廣招台生與陸生，共聚一堂，重視金門固有僑鄉背景，積極廣招東南亞僑生。本校秉持充分運用既有招生名額，均衡院系所規模發展，營造精緻化教學，朝優質化大學邁進。
107,公立,一般大學,0049,國立臺灣體育運動大學,781,1,759,17,97.37,一、本校為全臺首座體育專長學校，自民國50年創立至今，由單一體育科擴展至3個學院、1個研究所、8個碩士班、2個碩士學位學程在職專班、9個學系，朝多元化、以運動軟實力提升國家能見度為目標。二、近年來持續提升訓練環境、延攬優秀師資、課程與產業結合，使學生畢業即就業。三、各學系發展特色：1體育學系：培育體育師資，培養運動產業指導及體育行政人才。2舞蹈學系：首創大學學生舞團與職業交響樂團和先例。3競技運動學系、球類運動學系、技擊運動學系：以培養各專長優秀運動員與專業運動教練為目標。4休閒運動學系：國內第一所成立休閒運動科系高等學府，提升休閒運動水準並促進休閒產業發達。5運動事業管理學系：學校就是職場，職場就是教室，促進國內運動產業擴增升級。6運動健康科學學系：以培養運動專業指導、運動傷害防護、運動健康促進人才為目標。7運動資訊與傳播學系：以運動與體育為基礎，結合資訊傳播產業，發展全方數位媒體教育。
107,公立,技專校院,0050,國立臺中科技大學,5032,0,4846,45,96.34,本校以商管起家，設有商、設計、語文、資訊與流通、中護健康等五個學院21系所，類科前瞻務實，發展多樣，滿足學生適才適性需求外，教育目標首重務實致用，配合國家產業發展需求及學校特色，培育含括行銷管理、創意設計、健康樂活、資訊生活、語言文化等領域優秀人才，並能掌握區域優勢，結合周邊資源，兼顧知能、技能及理論與實務兼備，以厚植學生職場之競爭力。另以一院一特色、一系一產業、一師一產學為理念，培養具備智慧服務為基礎之專業複合型人才，強化學生多元競爭力，而在高等教育國際化趨勢下，更致力打造國際化校園環境，招收國際生、加強國際合作，建置多媒體外語學習空間、輔導語言檢定、拓展學生赴海外研修與實習機會、爭取參與國際會議或公益活動機會，以引領其與世界連結，具備跨國、跨文化向世界移動之能力。本校除設有日間部、進修部、進修學院、空中學院外，並分設專科部、大學部、碩士班暨碩士在職專班等多元學制，多軌並進培養人才。
107,公立,技專校院,0051,國立臺北商業大學,2217,13,2156,77,97.90,地理位置優越:位於臺北都會區中心精華區；桃園校區位於平鎮，交通便利。辦學各界肯定:評鑑榮獲行政類及八個專業類一等佳績，深受肯定。學生素質優良:90％以上企業對本校畢業生工作表現評價滿意。在媒體調查中，獲技專院校前3名肯定。多元職涯輔導:獎勵學生參與證照技能檢定，辦理多元職涯探索活動，發展適才適性的職業生涯。開創產學新契機:結合校友、政府及產業界資源，辦理產學合作。參賽獲佳績:鼓勵學生多元學習及創意思考，參與各國內外技能競賽，屢獲佳績。英語與跨文化學習:開設全英語課程，姊妹校遍及美、英、加、法、荷、日、德、澳、中等國，鼓勵學生赴海外進修。跨校合作聯盟:參與區域產學合作、技專校院合作，建立策略聯盟。優秀傑出校友:校友達十餘萬人，在公私部門、政界、文教界表現可圈可點。獎助輔導完備:結合校內外資源，成立多項獎學金，讓學生安心就學。
107,公立,一般大學,0052,國立屏東大學,2345,1,2116,30,90.40,本校承繼高教、技職與師培三大體系，以多元合流為特色，並定位為「教學與科研融合型大學」。在學術組織上，設有教育學院、人文社會學院、理學院、管理學院及資訊學院等五大學院。招生管道含括高教大學多元入學、公費生培育及技職四技入學及各項本校單獨招生管道，未來將朝向教學與研究並重的方向邁進，提供多元學習管道，使學生有跨領域、跨體系修課之機會，並透過專題實作、校外實習與企業參訪，逐步達成學用合一之目標。本校形塑融合後之健康校園文化為建設之基石，培育教育、人文、社會、藝術、理學、資訊、科技及管理等各學術領域之專業人才；同時，鼓勵教師從事學術研究以豐厚專業根基：並以深植產學研發，提升師生實務專業與創新思考的能力，進而協助產業技術提升，帶動當地產業升級。
107,公立,技專校院,0053,國立高雄科技大學,7877,2,7352,63,93.41,本校由國立高雄應用科技大學、國立高雄第一科技大學及國立高雄海洋科技大學自107年2月1日起合併為「國立高雄科技大學」，目前共設有5個校區。建工校區，地點極佳、生活機能便利，設有工學院及電資學院。燕巢校區依山傍水，校園生態豐富，設有管理學院及人文社會學院。第一校區分設教學行政區及運動休憩區，設有工學院、電機資訊學院、管理學院、財金學院及外語學院。楠梓校區設有管理學院、水圈學院及海洋工程學院。旗津校區擁有國內唯一之學校專屬碼頭，設有海事學院。目前共設有13個學院、13個研究所、49個系、5個專科，招生學制有日間部、進修部及進修學院，計有博士班、碩士班，碩士在職專班、二技及五專。多元的課程及學制，升學就業管道暢通，是培育產業發展人才之國際化典範大學。
107,公立,技專校院,0144,國立臺灣戲曲學院,144,0,141,5,97.99,本校為全國唯一本於「藝術教育法」精神，實施一貫制藝術教育的傳統表演藝術學府，以培育優質傳統戲曲專業人才為教育目標，建構我國教育史上第一個從國小、國中、高職、到大學的一貫制學制。依據各學系之專業教育理念與舞臺實踐需求，分別規劃從7年到12年的不同學程，透過循序漸進的課程架構，擇優直升的機制，落實專業人才養成教育。
107,公立,技專校院,0221,國立臺南護理專科學校,445,0,430,0,96.63,本校具備下列招生特色：一、地理位置優異：位於臺南市中心的鑽石地帶，距火車站約700公尺，交通便利，生活機能良好。二、優質教學環境：校園全面e化且設備新穎，設有基礎醫學實驗室、臨床技能模擬中心、高齡者全人照顧教學中心、日間照顧實務教學中心、健康促進教育中心、彩妝、美膚美體教室及整體造型專業教室、化妝品調劑檢驗實驗室、中草藥養生專業教室等教學相關設施，以加強學生專業學習。三、教學成效優異：護理科護理師執照考及格率均維持92%以上，化妝品應用科美容丙級考照及格率100%，美容乙級考照及格率70%，化學丙級證照及格率70%，老人服務事業科照顧服務員單一級、高齡者運動B級指導員等證照，考照及格率均為95%以上。四、教育目標明確：本校秉持校訓「誠正、博愛、勤慎、負責」之精神，以學生為主體、職場需求為導向，結合學校與社會資源，培養能追求自我進步的新世代人才。
107,公立,技專校院,0222,國立臺東專科學校,598,2,391,0,65.60,本校以「務實致用之教學型專科學校」自我定位，以「培育東部產業人才搖籃、建立在地關懷技職典範」作為願景，並發展以下五大特色： 1.配合產業發展，培養在地人才：配合臺東地區產業發展，擬定各科發展重點技術，訂定學生培訓計畫。 2.融合多元文化，關懷弱勢族群：結合創意及技術，提升文化產業價值；加強服務學習理念，培養社會關懷胸襟。 3.促進兩部攜手，共創雙贏契機：落實分權分責分享的賦權原則，以及共治共決共生的團隊精神，開創技能升級契機。 4.運用在地資源，研發特色產品：運用在地自然及人文資源，配合各科發展主軸，研發一科一特色產品。 5.建構技訓平台，推動實務增能：建構技能與職業訓練平台，縮短學用落差，與產業無縫接軌，提升學生就業力。
107,私立,一般大學,1001,東海大學,4279,6,3827,270,90.18,1.設有博雅書院，積極推廣博雅教育；強調住宿學習、品格養成與體驗教育、小班導師制度，強調知識、實踐、態度與生活學習的全人整合培養。 2.實施勞作教育，新生入學必修基本勞作一學年，兩學期勞作成績均及格者方能畢業。另設助學勞作制度，凡經濟需要者，可依規定申請。 3.宿舍環境優美，大一新生須住校一年。寢室備桌椅、衣櫃、床舖、話機及網路；公共區域有閱覽室、交誼廳等生活學習空間及曬衣場；並提供飲水機、脫水機、投幣洗衣烘乾機。 4.協助弱勢及獎勵優良的措施歸納如下(1)弱勢學生助學計劃：弱勢家庭助學金、生活助學金、住宿優惠、緊急紓困金等(2)就學優待減免對象：低收入戶、中低收入戶、身心障礙學生及身心障礙生子女、軍公教遺族、軍人子女減免、原住民、特殊境遇家庭子女(3)獎助學金。 5.致力推動國際化，與全球28國家、兩岸四地區，250餘大學締結姊妹校，並辦理長短期交換、雙聯學位、暑期海外研習。
107,私立,一般大學,1002,輔仁大學,6790,11,6178,0,91.13,輔大之最  ※最便捷的交通：座落於新莊捷運線及機場捷運線交接點，有方便的公車來往。  ※最多元的科系：直屬羅馬教廷的綜合大學，有12學院、50學系、49碩士班、24碩士在職專班、12博士班，進修部計18學系，以及二年制護理在職專班。傳承歐美大學自由開放的學風，國內外有卓越聲譽。  ※最優質的師資：重視學科對話，致力推動各學科領域合作，整合教學、研究及學生學習等資源，也重視教師專業成長，培育教師教學知能，鼓勵發展有助於學生學習之多元教學方式。  ※最好玩的社團：有設6種屬性、超過90個社團。除專業學習，豐富的校際活動、社團聯合迎新活動、主題園遊會、運動會等，訓練人際關係的維持與合作互利的心態。  ※最國際化的校園：有國際姐妹校390餘所，積極推動各項國際學術交流活動，透過校園國際交流活動、跨文化小講堂、International Corner，建構學生外語學習環境，打造校園國際化氛圍。
107,私立,一般大學,1003,東吳大學,3906,4,3610,120,92.74,東吳大學於1900年創立於蘇州，是中國高等教育史上最早設立的西制大學；1954年獲教育部核准在臺復校，成為臺灣第一所私立大學，具有悠久歷史與優良傳統，積極落實「教與學」的改進與提升，是所樸實自持、開明超然、根柢深厚的綜合性大學。院系組合完整，師資優秀，學風自由，並有豐富的圖書資源，專精卓越的教學內涵。兩校區地理環境優越，交通便捷。外雙溪校區依山傍水，臨近故宮，文化底蘊深厚；城中校區位居臺北市政治經濟中心，各項資源多元豐富，同學們可以整個臺北市作為進學修業的腹地。本校以「養天地正氣，法古今完人」為辦學理念，秉持「培育五育並重兼具國際觀產業人才」之教育目標，在多年努力下，已成為頗具聲望的高等學府，深獲各界肯定；更在教育部「獎勵教學卓越」及「高教深耕」計畫中成績斐然，培育優秀學子無數。
107,私立,一般大學,1004,中原大學,4263,1,3967,277,93.50,以「中原認同，學習共榮，知識扎根，育才招生」的方式，實行教研合一的招生政策，為落實學生適性學習與學用合一，以及本校「天」、「人」、「物」、「我」的全人教育理念內涵，推出多項特色教育方案，以提供學生多元且優質的學習環境，例如：  1.首推學術與實務課程分流學習框架：落實適性教育之理念，以學習者為本位，啟動課程再造工程，提供符合學生發展需求的課程分流架構，進而縮短「學用落差」。  2.創建學用合一導向的大學就業學程：以學習者為本位，提供5大類學程，包含企業學程、創業學程、公職學程、教育學程與領導學程等，強化與產業之鏈接，除了滿足學生多元發展之需求，更提供「畢業後即就業」的發展管道，以有效縮短學用落差之人才培育目標。  3.建立落實適性教育的彈性轉系制度：打破全國以學業成績為標準的轉系方法，全面改採面試審查，反轉過去錯誤轉系制度之邏輯，以落實適性教育之理念、有效減低學生非自願性延畢。
107,私立,一般大學,1005,淡江大學,6879,1,5758,438,84.69,"淡江大學是台灣最早成立的一所私立高等學府，成功的落實「國際化、資訊化、未來化」而成為國內具前瞻性且面向世界的優質綜合大學。本校共有淡水、台北、蘭陽、網路等4個校園，共8學院、51個學系組、48 個碩士班、24 個碩士在職專班、19個博士班、12 個研究中心；學生共26,000 餘人，25餘萬校友遍布於全球各地，是國內具規模且功能完備的高等教育學府之一。《Cheers雜誌》進行「台灣2000 大企業人才策略與最愛大學生調查」，本校已連續21年名列前茅並均蟬聯私校第一。本校提供具吸引力的學習環境、優質的英語學習環境、豐富的藝文社團活動、友善與環保校園環境、先進與完備運動設施等。本校中長程校務發展以「多元創新，特色躍升，關懷永續：邁向精實i校園，多元創新愛學習」為目標，俾使本校學生擁有更佳學習體驗與成果，踏入職場時能具備競爭優勢。"
107,私立,一般大學,1006,中國文化大學,6890,4,5907,248,86.28,中國文化大學位於台北市陽明山麓，設有12個學院，學士班有62個學系組學位學程、碩士班有40個系所組學位學程、博士班有10個系所組，為一綜合性大學，成立之初以發揚中華文化為主旨，至今系所多元完整，涵蓋各主要學術範疇，在中華文化、多元藝文活動的陶冶下，以及國際化的學習環境中，真正實現跨領域、跨產業、跨國界、跨校園的育才目標，培養學生成為最靈活的人才！ 本校最多元的學系組學位學程，提供每位學生多元學習的機會，除了雙主修或輔系等選擇外，每個系都還開設跨領域學分學程與專業學程，學校還特別設置「跨領域學習網」，詳盡介紹所有課程特色。本校不僅重視文化傳承，也鼓勵創新，同時也十分注重國際化，在全球締結近300所姐妹校，設立跨國雙學位留學制度，更善用校內英、日、韓、俄、法、德等國語文學系的資源，以及全英語學位學程、華語中心，每年赴海外交流與在文大求學的境外交換學生都超過二千位，成功營造國際化的學習環境。
107,私立,一般大學,1007,逢甲大學,5505,1,5116,353,93.38,本校目前設有工、商、理、人文社會、資訊電機、建設、經營管理、金融、國際科技與管理、建築專業等10個學院，是一所學生已逾2萬人的綜合型大學。本校以成為一所教學卓越、研究重點突破之亞太地區知名大學為校務發展願景，期能立足臺灣、縱橫亞太地區、進而放眼國際，並以培育兼具人文素養與專業知識之現代民主社會公民為教育目標。近年本校在教學成效、研發能量及學術聲望等表現傑出，連續14年獲得教育部獎勵大學「教學卓越計畫」；商、金融學院全數通過國際AACSB教育認證，工程相關學系全數通過國際IEET教育認證。遠見雜誌2018年最佳大學排名，本校在綜合大學中位居全國第九、私校第一、2018企業最愛大學生調查，名列全台大專院校第八，私立綜合大學第一。2018QS世界排名千大，電腦科學領域更居世界大學排名401-450，為臺灣私校綜合大學之首，顯示本校對學生專業知識的扎根與軟能力的養成深獲社會肯定。
107,私立,一般大學,1008,靜宜大學,3040,2,2828,134,93.38,1.本校已連續12年榮獲教育部教學卓越計畫補助，辦學成果優異。2.為全國唯一加入「國際交換學生計畫(ISEP)」之會員學校，提供免付國外學費與膳宿費(僅需支付靜宜學費、膳宿費和活動費)之國際交換學生與出國研修方案。3.招生學制包括大學部、碩士班、碩士在職專班、博士班。4.大學部新生入學管道包括：特殊選才、繁星推薦、個人申請、個人申請-類繁星、四技二專甄選入學、考試分發及運動績優單獨招生。5.鼓勵學生學習多元專長，修習輔系、雙主修人數為私校之前茅。6.提供績優入學與學業成績優良等多項獎學金。7.推行學碩一貫、逕讀博班，並提供獎學金，鼓勵學生在專業領域繼續深造。8.本校師資培育中心開設教育學程，提供學生多元就業力。9.蓋夏圖書館榮獲2015全國十大非去不可圖書館，藏書豐富，提供研究後盾。10.產業學院開設各項校外實習、創新創業學程，提供實習機會，表現優秀者畢業後即可至企業工作。
107,私立,一般大學,1009,長庚大學,1982,1,1660,72,84.36,本校為落實勤勞樸實生活教育及實務與理論結合之辦學理念，在董事會全力支持下，經費充裕、師資質量均優、設備新穎充足、校區環境幽雅。本校設有醫、工、管三個學院，計18個學系、23個碩士班及6個碩士學位學程、2個碩士在職專班、11個博士班及1個博士學位學程。招生採多元入學管道，相關招生資訊請至本校招生資訊網查詢。
107,私立,一般大學,1010,元智大學,2427,3,2128,127,88.40,元智創校以來，推動多項前導性高等教育創新作為，辦學特色廣獲各界肯定：  ●推動「新雙語」邁向「新雙語大學」(各學院英語專班+必修基礎程式設計)  ●首推「經典五十」閱讀計畫  ●首設就業學程，開展跨域整合學習  ●全校啟動三創（創意、創新、創業）教育  ●實施多元化海內外專業實習及「遠東集團產學實習暨人才培訓計畫」  ●首創就業培訓講堂提升學生就業軟實力  ●推動PBL及個案教學、翻轉教室、磨課師等創新教學法  ●自行開發校園資訊系統及平台聞名全國  ●首創完整的教學品質保證體系  ●率先推動延後分流並擴大適性轉系制度  ●率先實施5年取得學士、碩士雙學位制度  ●積極推動國際交流，發展國際化特色教育  ●聚焦特色重點領域研發，推動相關產業深耕與創新  ●完善的教師獎勵與補助制度，協助教師專業成長與多元發展  ●推動校務研究及大數據教學應用，提升學生學習及辦學成效
107,私立,一般大學,1011,中華大學,2347,48,1845,101,81.08,本校定位為一所優質教學及產學鏈結雙導向之大學，以培養陽光青年並積極推動創新創業普及教育及推動跨領域學習為目標，同時為強化學生就業力，擴大推動企業實習與專業證照，使學生做好充分的就業準備，除與國內外460餘家企業或公部門實習合作，積極鼓勵學生參與實習外，校內亦提供「職場爭霸培訓」，指導學生職場知識與求職應有之準備，參與培訓學生在畢業後三個月內之就業率高達85%；另特聘業界教師授課之「Build School跨域黑客軟體實作菁英培訓班」，培養學生具備跨領域專業與職場競爭力。本校畢業生不僅具有「就業率高、薪資高、企業滿意度高」之三高表現外，同時，工程相關學系皆通過IEET工程認證，管理學院亦取得國際AACSB認證，躋身世界頂尖前5%商管學院；另在英國高等教育調查公司QS評比中，本校躍進亞洲地區大學前350名，亦名列台灣綜合型私立大學第9名，再再顯示學校各方面具備深厚的辦學基礎。
107,私立,一般大學,1012,大葉大學,3635,0,2609,120,72.68,本校現有（107學年度）工學院、管理學院、設計暨藝術學院、外語學院、生物科技暨資源學院、觀光餐旅學院及護理暨健康學院等7個學院，計有28個學系、2個獨立研究所、17個學位學程(含以學院對外招生)、37個學士班、15個進修學士班、1個二年制在職專班、22個碩士班、12個碩士在職專班及5個博士班之綜合大學。提供學生能夠充分發揮想像力與創造力之環境，並創造高品質之教學與研究環境、培養高創力及豐富科學內涵之專業人才，強調「理論與實務並重」、「人文與科技整合」、「師傅與徒弟傳承」與「產業與學術合作」等教育理念，以住學合一的方式推動「四肯書院」培養具「肯學、肯做、肯付出、肯負責」四肯態度之大葉學生，實現「創意的產業人才」、受歡迎的「合作的工作夥伴」、具「競爭力的現代國民」，以及「關懷的世界公民」之教育目標，期以此等理念與目標而達成「產業導向之綜合大學」之定位，完成「企業夥伴型大學」之發展願景。
